BarIndex,Time,Quadruplet,TrajectoryCluster,Archetype,ExpectancyFamily,Count,ConditionalProbability,FinalTransition,MeanNextRunLength,ImmediateFailurePct,DirectionalContinuationPct,DominantNextArchetype,RegimeMigrationProbability,IsSelfLoopDominant,Implication,ActionBias,SoftArchetype,SoftVoteSimilarity,SoftMeanDistance,NearestNeighbor,NearestNeighborArchetype,Implication_Soft,ActionBias_Soft,ResolvedArchetype,ResolvedActionBias,ResolvedImplication
2835,2026-05-19 10:20:00,Directional->Directional->Directional->Directional,3,Directional Continuation / Sponsor Release,Mixed,8,66.67,Directional->Directional,0.0,0.0,0.0,Directional Continuation / Sponsor Release,0.5235294117647059,1,"Auction shows directional continuation structure. Sponsor release is active, but degradation must be monitored.",Continuation favored while degradation remains contained.,,,,,,,,Directional Continuation / Sponsor Release,Continuation favored while degradation remains contained.,"Auction shows directional continuation structure. Sponsor release is active, but degradation must be monitored."
2836,2026-05-19 10:25:00,Directional->Directional->Directional->Directional,3,Directional Continuation / Sponsor Release,Mixed,8,66.67,Directional->Directional,0.0,0.0,0.0,Directional Continuation / Sponsor Release,0.5235294117647059,1,"Auction shows directional continuation structure. Sponsor release is active, but degradation must be monitored.",Continuation favored while degradation remains contained.,,,,,,,,Directional Continuation / Sponsor Release,Continuation favored while degradation remains contained.,"Auction shows directional continuation structure. Sponsor release is active, but degradation must be monitored."
2837,2026-05-19 10:30:00,Directional->Directional->Directional->Degrading,0,Sponsor Exhaustion Collapse,ImmediateFailure,3,25.0,Directional->Degrading,2.2,70.0,0.0,Sponsor Exhaustion Collapse,0.4884393063583815,1,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.,Avoid continuation entries; monitor for failed breakout or exhaustion.,,,,,,,,Sponsor Exhaustion Collapse,Avoid continuation entries; monitor for failed breakout or exhaustion.,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.
2838,2026-05-19 10:35:00,Directional->Directional->Degrading->Degrading,0,Sponsor Exhaustion Collapse,DegradationCycle,2,33.33,Degrading->Degrading,0.0,0.0,0.0,Sponsor Exhaustion Collapse,0.4884393063583815,1,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.,Avoid continuation entries; monitor for failed breakout or exhaustion.,,,,,,,,Sponsor Exhaustion Collapse,Avoid continuation entries; monitor for failed breakout or exhaustion.,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.
2839,2026-05-19 10:40:00,Directional->Degrading->Degrading->Degrading,0,Sponsor Exhaustion Collapse,DegradationCycle,3,100.0,Degrading->Degrading,0.0,0.0,0.0,Sponsor Exhaustion Collapse,0.4884393063583815,1,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.,Avoid continuation entries; monitor for failed breakout or exhaustion.,,,,,,,,Sponsor Exhaustion Collapse,Avoid continuation entries; monitor for failed breakout or exhaustion.,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.
2840,2026-05-19 10:45:00,Degrading->Degrading->Degrading->Degrading,0,Sponsor Exhaustion Collapse,DegradationCycle,9,64.29,Degrading->Degrading,0.0,0.0,0.0,Sponsor Exhaustion Collapse,0.4884393063583815,1,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.,Avoid continuation entries; monitor for failed breakout or exhaustion.,,,,,,,,Sponsor Exhaustion Collapse,Avoid continuation entries; monitor for failed breakout or exhaustion.,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.
2841,2026-05-19 10:50:00,Degrading->Degrading->Degrading->Degrading,0,Sponsor Exhaustion Collapse,DegradationCycle,9,64.29,Degrading->Degrading,0.0,0.0,0.0,Sponsor Exhaustion Collapse,0.4884393063583815,1,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.,Avoid continuation entries; monitor for failed breakout or exhaustion.,,,,,,,,Sponsor Exhaustion Collapse,Avoid continuation entries; monitor for failed breakout or exhaustion.,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.
2842,2026-05-19 10:55:00,Degrading->Degrading->Degrading->Degrading,0,Sponsor Exhaustion Collapse,DegradationCycle,9,64.29,Degrading->Degrading,0.0,0.0,0.0,Sponsor Exhaustion Collapse,0.4884393063583815,1,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.,Avoid continuation entries; monitor for failed breakout or exhaustion.,,,,,,,,Sponsor Exhaustion Collapse,Avoid continuation entries; monitor for failed breakout or exhaustion.,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.
2843,2026-05-19 11:00:00,Degrading->Degrading->Degrading->Unresolved,2,Stable Compression Basin,PersistentNonDirectional,3,21.43,Degrading->Unresolved,5.53,29.41,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.,,,,,,,,Stable Compression Basin,Monitor compression quality; prepare but do not anticipate prematurely.,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.
2844,2026-05-19 11:05:00,Degrading->Degrading->Unresolved->Balance,1,Unstable Rotational Balance,ImmediateFailure,1,16.67,Unresolved->Balance,1.63,63.16,0.0,Stable Compression Basin,0.5158730158730159,0,Auction is rotating unstably. Balance is present but fragile. Expect churn and false resolution attempts.,Avoid directional commitment; wait for cleaner incubation or release.,,,,,,,,Unstable Rotational Balance,Avoid directional commitment; wait for cleaner incubation or release.,Auction is rotating unstably. Balance is present but fragile. Expect churn and false resolution attempts.
2845,2026-05-19 11:10:00,Degrading->Unresolved->Balance->Unresolved,2,Stable Compression Basin,PersistentNonDirectional,1,100.0,Balance->Unresolved,7.26,21.05,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.,,,,,,,,Stable Compression Basin,Monitor compression quality; prepare but do not anticipate prematurely.,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.
2846,2026-05-19 11:15:00,Unresolved->Balance->Unresolved->Balance,1,Unstable Rotational Balance,ImmediateFailure,2,16.67,Unresolved->Balance,1.63,63.16,0.0,Stable Compression Basin,0.5158730158730159,0,Auction is rotating unstably. Balance is present but fragile. Expect churn and false resolution attempts.,Avoid directional commitment; wait for cleaner incubation or release.,,,,,,,,Unstable Rotational Balance,Avoid directional commitment; wait for cleaner incubation or release.,Auction is rotating unstably. Balance is present but fragile. Expect churn and false resolution attempts.
2847,2026-05-19 11:20:00,Balance->Unresolved->Balance->Unresolved,2,Stable Compression Basin,PersistentNonDirectional,1,33.33,Balance->Unresolved,7.26,21.05,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.,,,,,,,,Stable Compression Basin,Monitor compression quality; prepare but do not anticipate prematurely.,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.
2848,2026-05-19 11:25:00,Unresolved->Balance->Unresolved->Unresolved,2,Stable Compression Basin,RotationalChurn,10,83.33,Unresolved->Unresolved,0.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.,,,,,,,,Stable Compression Basin,Monitor compression quality; prepare but do not anticipate prematurely.,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.
2849,2026-05-19 11:30:00,Balance->Unresolved->Unresolved->Unresolved,2,Stable Compression Basin,RotationalChurn,14,87.5,Unresolved->Unresolved,0.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.,,,,,,,,Stable Compression Basin,Monitor compression quality; prepare but do not anticipate prematurely.,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.
2850,2026-05-19 11:35:00,Unresolved->Unresolved->Unresolved->Balance,1,Unstable Rotational Balance,ImmediateFailure,10,4.81,Unresolved->Balance,1.63,63.16,0.0,Stable Compression Basin,0.5158730158730159,0,Auction is rotating unstably. Balance is present but fragile. Expect churn and false resolution attempts.,Avoid directional commitment; wait for cleaner incubation or release.,,,,,,,,Unstable Rotational Balance,Avoid directional commitment; wait for cleaner incubation or release.,Auction is rotating unstably. Balance is present but fragile. Expect churn and false resolution attempts.
2851,2026-05-19 11:40:00,Unresolved->Unresolved->Balance->Unresolved,2,Stable Compression Basin,PersistentNonDirectional,10,66.67,Balance->Unresolved,7.26,21.05,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.,,,,,,,,Stable Compression Basin,Monitor compression quality; prepare but do not anticipate prematurely.,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.
