APVA Junction Audit Study v0.1 - Aggregate
============================================================================================================
Instruments: 6E, CL, NQ

Aggregate Junction Candidate Table
CurrentNode | Count | BaseDominantNextNode | BaseDominantProbability | PreviousNodeGain | BranchEntropy | ReplicationCount
RecoveryResolution_Age1 | 1219 | CompressionProcessing_Age1 | 55.70% | 32.57% | 0.9484 | 3
ReassertionProcessing_Age1 | 2080 | NeutralProcessing_Age1 | 40.58% | 15.14% | 1.3785 | 3
DestructiveRotation_Age1 | 970 | DecayToNeutral_Age1 | 29.48% | 14.43% | 1.8058 | 3
MixedStructure_Age1 | 3726 | NeutralProcessing_Age1 | 37.55% | 8.29% | 1.7596 | 3
ConstructiveEmergence_Age1 | 109 | MixedStructure_Age1 | 48.62% | 5.50% | 1.1479 | 3
ExhaustionPersistence_Age1 | 1264 | ExhaustionPersistence_Age2 | 28.01% | 5.46% | 1.6768 | 3
ExhaustionPersistence_Age6-10 | 38 | ExhaustionPersistence_Age6-10 | 39.47% | 5.26% | 1.4974 | 3
CompressionProcessing_Age1 | 3194 | CompressionProcessing_Age2 | 56.42% | 5.10% | 1.1164 | 3

Aggregate Base Branch Profile Table
CurrentNode | NextNode | Count | Probability | Rank
CompressionProcessing_Age1 | CompressionProcessing_Age2 | 1802 | 56.42% | 1
CompressionProcessing_Age1 | NeutralProcessing_Age1 | 973 | 30.46% | 2
CompressionProcessing_Age1 | ExhaustionPersistence_Age1 | 198 | 6.20% | 3
CompressionProcessing_Age1 | RecoveryResolution_Age1 | 144 | 4.51% | 4
CompressionProcessing_Age1 | MixedStructure_Age1 | 32 | 1.00% | 5
CompressionProcessing_Age1 | DestructiveRotation_Age1 | 22 | 0.69% | 6
CompressionProcessing_Age1 | ReassertionProcessing_Age1 | 19 | 0.59% | 7
CompressionProcessing_Age1 | DecayToNeutral_Age1 | 4 | 0.13% | 8
ConstructiveEmergence_Age1 | MixedStructure_Age1 | 53 | 48.62% | 1
ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | 35 | 32.11% | 2
ConstructiveEmergence_Age1 | DecayToNeutral_Age1 | 15 | 13.76% | 3
ConstructiveEmergence_Age1 | CompressionProcessing_Age1 | 6 | 5.50% | 4
DestructiveRotation_Age1 | DecayToNeutral_Age1 | 286 | 29.48% | 1
DestructiveRotation_Age1 | NeutralProcessing_Age1 | 269 | 27.73% | 2
DestructiveRotation_Age1 | DestructiveRotation_Age2 | 123 | 12.68% | 3
DestructiveRotation_Age1 | ExhaustionPersistence_Age1 | 108 | 11.13% | 4
DestructiveRotation_Age1 | ReassertionProcessing_Age1 | 59 | 6.08% | 5
DestructiveRotation_Age1 | RecoveryResolution_Age1 | 49 | 5.05% | 6
DestructiveRotation_Age1 | MixedStructure_Age1 | 45 | 4.64% | 7
DestructiveRotation_Age1 | CompressionProcessing_Age1 | 28 | 2.89% | 8
DestructiveRotation_Age1 | ConstructiveEmergence_Age1 | 3 | 0.31% | 9
ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 354 | 28.01% | 1
ExhaustionPersistence_Age1 | RecoveryResolution_Age1 | 274 | 21.68% | 2
ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 246 | 19.46% | 3
ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 181 | 14.32% | 4
ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 155 | 12.26% | 5
ExhaustionPersistence_Age1 | DestructiveRotation_Age1 | 54 | 4.27% | 6
ExhaustionPersistence_Age6-10 | ExhaustionPersistence_Age6-10 | 15 | 39.47% | 1
ExhaustionPersistence_Age6-10 | DecayToNeutral_Age1 | 10 | 26.32% | 2
ExhaustionPersistence_Age6-10 | NeutralProcessing_Age1 | 6 | 15.79% | 3
ExhaustionPersistence_Age6-10 | RecoveryResolution_Age1 | 4 | 10.53% | 4
ExhaustionPersistence_Age6-10 | DestructiveRotation_Age1 | 2 | 5.26% | 5
ExhaustionPersistence_Age6-10 | CompressionProcessing_Age1 | 1 | 2.63% | 6
MixedStructure_Age1 | NeutralProcessing_Age1 | 1399 | 37.55% | 1
MixedStructure_Age1 | DecayToNeutral_Age1 | 741 | 19.89% | 2
MixedStructure_Age1 | ExhaustionPersistence_Age1 | 462 | 12.40% | 3
MixedStructure_Age1 | MixedStructure_Age2 | 410 | 11.00% | 4
MixedStructure_Age1 | RecoveryResolution_Age1 | 344 | 9.23% | 5
MixedStructure_Age1 | ReassertionProcessing_Age1 | 174 | 4.67% | 6
MixedStructure_Age1 | CompressionProcessing_Age1 | 100 | 2.68% | 7
MixedStructure_Age1 | DestructiveRotation_Age1 | 72 | 1.93% | 8
MixedStructure_Age1 | ConstructiveEmergence_Age1 | 24 | 0.64% | 9
ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 844 | 40.58% | 1
ReassertionProcessing_Age1 | MixedStructure_Age1 | 673 | 32.36% | 2
ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 300 | 14.42% | 3
ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 145 | 6.97% | 4
ReassertionProcessing_Age1 | CompressionProcessing_Age1 | 105 | 5.05% | 5
ReassertionProcessing_Age1 | ConstructiveEmergence_Age1 | 13 | 0.62% | 6
RecoveryResolution_Age1 | CompressionProcessing_Age1 | 679 | 55.70% | 1
RecoveryResolution_Age1 | RecoveryResolution_Age2 | 390 | 31.99% | 2
RecoveryResolution_Age1 | NeutralProcessing_Age1 | 150 | 12.31% | 3

Aggregate Conditional Branch Table
PreviousNode | CurrentNode | NextNode | Count | ConditionalProbability | BaseProbability | ProbabilityDelta | DominantBranchChanged
CompressionProcessing_Age6-10 | MixedStructure_Age1 | DecayToNeutral_Age1 | 7 | -0.0006 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age6-10 | MixedStructure_Age1 | MixedStructure_Age2 | 0 | N/A | 1 | 0.0200 | 0 | N/A | 1
CompressionProcessing_Age6-10 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 2 | 0.0002 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age6-10 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 9 | 0.0000 | 1 | 0.8300 | 1 | -18.0000 | 3
ConstructiveEmergence_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 4 | 0.0005 | 0 | N/A | 0 | N/A | 1
ConstructiveEmergence_Age1 | MixedStructure_Age1 | DecayToNeutral_Age1 | 0 | N/A | 3 | 0.1833 | 0 | N/A | 1
ConstructiveEmergence_Age1 | MixedStructure_Age1 | MixedStructure_Age2 | 0 | N/A | 0 | N/A | 3 | -1.8333 | 1
ConstructiveEmergence_Age1 | MixedStructure_Age1 | NeutralProcessing_Age1 | 13 | 0.0002 | 0 | N/A | 0 | N/A | 1
DecayToNeutral_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 85 | -0.0000 | 2 | -0.3400 | 1 | -29.2500 | 3
DecayToNeutral_Age1 | ConstructiveEmergence_Age1 | DecayToNeutral_Age1 | 3 | -0.0003 | 1 | 0.3400 | 0 | N/A | 2
DecayToNeutral_Age1 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 0 | N/A | 0 | N/A | 1 | 37.7500 | 1
DecayToNeutral_Age1 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 79 | 0.0000 | 6 | -0.6433 | 3 | 7.3333 | 3
DecayToNeutral_Age1 | MixedStructure_Age1 | DecayToNeutral_Age1 | 193 | -0.0001 | 11 | -0.1218 | 10 | -11.4750 | 3
DecayToNeutral_Age1 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 9 | -0.0001 | 0 | N/A | 0 | N/A | 1
DestructiveRotation_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 23 | 0.0001 | 1 | 0.6000 | 2 | 31.2500 | 3
DestructiveRotation_Age1 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 3 | 0.0003 | 0 | N/A | 0 | N/A | 1
DestructiveRotation_Age1 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 29 | -0.0001 | 0 | N/A | 0 | N/A | 1
DestructiveRotation_Age1 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 0 | N/A | 5 | -0.7480 | 5 | -32.0500 | 2
DestructiveRotation_Age1 | MixedStructure_Age1 | CompressionProcessing_Age1 | 0 | N/A | 0 | N/A | 1 | -65.5000 | 1
DestructiveRotation_Age1 | MixedStructure_Age1 | ExhaustionPersistence_Age1 | 0 | N/A | 1 | 1.3600 | 0 | N/A | 1
DestructiveRotation_Age1 | MixedStructure_Age1 | NeutralProcessing_Age1 | 12 | 0.0001 | 0 | N/A | 0 | N/A | 1
DestructiveRotation_Age1 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 28 | -0.0001 | 0 | N/A | 2 | 66.3750 | 2
DestructiveRotation_Age1 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 0 | N/A | 3 | -0.1767 | 0 | N/A | 1
DestructiveRotation_Age1 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 30 | -0.0001 | 2 | -0.2800 | 1 | 24.2500 | 3
DestructiveRotation_Age2 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 2 | -0.0000 | 1 | -13.5500 | 0 | N/A | 2
DestructiveRotation_Age2 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 8 | 0.0001 | 0 | N/A | 2 | -4.6250 | 2
DestructiveRotation_Age2 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 0 | N/A | 2 | 2.3700 | 0 | N/A | 1
DestructiveRotation_Age2 | MixedStructure_Age1 | DecayToNeutral_Age1 | 3 | -0.0002 | 0 | N/A | 0 | N/A | 1
DestructiveRotation_Age2 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 3 | 0.0001 | 0 | N/A | 0 | N/A | 1
DestructiveRotation_Age2 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 6 | -0.0003 | 1 | 0.4100 | 1 | -96.0000 | 3
DestructiveRotation_Age3 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 1 | 0.0002 | 1 | -3.7200 | 0 | N/A | 2
DestructiveRotation_Age3 | MixedStructure_Age1 | DecayToNeutral_Age1 | 0 | N/A | 0 | N/A | 1 | -20.2500 | 1
ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 58 | 0.0000 | 0 | N/A | 0 | N/A | 1
ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | DecayToNeutral_Age1 | 0 | N/A | 0 | N/A | 1 | 85.2500 | 1
ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 0 | N/A | 4 | 1.5800 | 0 | N/A | 1
ExhaustionPersistence_Age1 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 29 | -0.0002 | 1 | -1.2000 | 0 | N/A | 2
ExhaustionPersistence_Age1 | DestructiveRotation_Age1 | DestructiveRotation_Age2 | 0 | N/A | 0 | N/A | 2 | -60.7500 | 1
ExhaustionPersistence_Age1 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 204 | -0.0001 | 29 | 0.0045 | 8 | 41.1875 | 3
ExhaustionPersistence_Age2 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 57 | -0.0001 | 9 | 0.3156 | 5 | 12.3500 | 3
ExhaustionPersistence_Age3 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 15 | -0.0003 | 0 | N/A | 0 | N/A | 1
ExhaustionPersistence_Age4 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 8 | -0.0001 | 1 | 0.6900 | 1 | 23.5000 | 3
ExhaustionPersistence_Age4 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 5 | 0.0001 | 2 | 0.6950 | 2 | -96.6250 | 3
ExhaustionPersistence_Age4 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 0 | N/A | 1 | 0.3100 | 1 | -19.7500 | 2
ExhaustionPersistence_Age4 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 9 | -0.0000 | 0 | N/A | 0 | N/A | 1
ExhaustionPersistence_Age5 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 2 | -0.0007 | 0 | N/A | 1 | 107.7500 | 2
ExhaustionPersistence_Age5 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 0 | N/A | 1 | 0.5000 | 0 | N/A | 1
ExhaustionPersistence_Age5 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 3 | 0.0006 | 0 | N/A | 0 | N/A | 1
ExhaustionPersistence_Age5 | DestructiveRotation_Age1 | MixedStructure_Age1 | 0 | N/A | 1 | 1.4000 | 0 | N/A | 1
ExhaustionPersistence_Age5 | ExhaustionPersistence_Age6-10 | ExhaustionPersistence_Age6-10 | 9 | 0.0000 | 0 | N/A | 2 | -9.6250 | 2
ExhaustionPersistence_Age5 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 0 | N/A | 0 | N/A | 1 | 7.7500 | 1
ExhaustionPersistence_Age5 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 3 | 0.0003 | 0 | N/A | 0 | N/A | 1
ExhaustionPersistence_Age6-10 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 1 | 0.0024 | 0 | N/A | 0 | N/A | 1
ExhaustionPersistence_Age6-10 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 0 | N/A | 0 | N/A | 2 | 11.1250 | 1
ExhaustionPersistence_Age6-10 | ExhaustionPersistence_Age6-10 | DecayToNeutral_Age1 | 4 | -0.0006 | 0 | N/A | 1 | -226.0000 | 2
ExhaustionPersistence_Age6-10 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 4 | 0.0000 | 0 | N/A | 0 | N/A | 1
MixedStructure_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 64 | 0.0000 | 4 | -0.3400 | 2 | 35.8750 | 3
MixedStructure_Age1 | ConstructiveEmergence_Age1 | DecayToNeutral_Age1 | 7 | -0.0003 | 0 | N/A | 0 | N/A | 1
MixedStructure_Age1 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 0 | N/A | 2 | -0.1700 | 1 | 9.2500 | 2
MixedStructure_Age1 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 21 | -0.0002 | 1 | 0.6400 | 1 | -24.7500 | 3
MixedStructure_Age1 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 108 | -0.0001 | 13 | -0.0185 | 0 | N/A | 2
MixedStructure_Age1 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 0 | N/A | 0 | N/A | 8 | 27.3750 | 1
MixedStructure_Age1 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 88 | 0.0000 | 7 | -0.2329 | 7 | -68.3214 | 3
MixedStructure_Age1 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 200 | -0.0000 | 19 | -0.1316 | 8 | 9.0938 | 3
MixedStructure_Age2 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 5 | 0.0001 | 1 | -0.0700 | 0 | N/A | 2
MixedStructure_Age2 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 2 | -0.0003 | 0 | N/A | 0 | N/A | 1
MixedStructure_Age2 | DestructiveRotation_Age1 | DestructiveRotation_Age2 | 0 | N/A | 0 | N/A | 1 | -6.5000 | 1
MixedStructure_Age2 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 23 | -0.0001 | 0 | N/A | 0 | N/A | 1
MixedStructure_Age2 | ExhaustionPersistence_Age1 | RecoveryResolution_Age1 | 0 | N/A | 2 | -0.3300 | 0 | N/A | 1
MixedStructure_Age2 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 14 | 0.0001 | 0 | N/A | 2 | 30.5000 | 2
MixedStructure_Age2 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 25 | 0.0002 | 4 | 0.4325 | 4 | 59.5000 | 3
MixedStructure_Age3 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 0 | N/A | 2 | -0.3650 | 0 | N/A | 1
MixedStructure_Age3 | DestructiveRotation_Age1 | CompressionProcessing_Age1 | 0 | N/A | 0 | N/A | 1 | -13.5000 | 1
MixedStructure_Age3 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 1 | 0.0001 | 0 | N/A | 0 | N/A | 1
MixedStructure_Age3 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 5 | -0.0004 | 0 | N/A | 0 | N/A | 1
MixedStructure_Age3 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 5 | -0.0000 | 0 | N/A | 0 | N/A | 1
MixedStructure_Age4 | DestructiveRotation_Age1 | DestructiveRotation_Age2 | 0 | N/A | 0 | N/A | 1 | 70.0000 | 1
MixedStructure_Age4 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 1 | -0.0004 | 0 | N/A | 0 | N/A | 1
NeutralProcessing_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 438 | -0.0000 | 17 | 0.0353 | 15 | 8.9833 | 3
NeutralProcessing_Age1 | ConstructiveEmergence_Age1 | DecayToNeutral_Age1 | 0 | N/A | 1 | -0.7200 | 0 | N/A | 1
NeutralProcessing_Age1 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 11 | 0.0003 | 0 | N/A | 2 | 41.0000 | 2
NeutralProcessing_Age1 | DestructiveRotation_Age1 | NeutralProcessing_Age1 | 69 | -0.0002 | 8 | -0.1762 | 4 | -4.7500 | 3
NeutralProcessing_Age1 | MixedStructure_Age1 | DecayToNeutral_Age1 | 276 | -0.0001 | 0 | N/A | 0 | N/A | 1
NeutralProcessing_Age1 | MixedStructure_Age1 | ExhaustionPersistence_Age1 | 0 | N/A | 20 | 0.1585 | 0 | N/A | 1
NeutralProcessing_Age1 | MixedStructure_Age1 | NeutralProcessing_Age1 | 0 | N/A | 0 | N/A | 11 | 8.3636 | 1
NeutralProcessing_Age1 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 246 | -0.0000 | 32 | -0.2306 | 17 | -15.7500 | 3
NeutralProcessing_Age11-20 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 19 | 0.0001 | 1 | 0.2300 | 2 | 85.8750 | 3
NeutralProcessing_Age11-20 | ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | 0 | N/A | 0 | N/A | 1 | 4.7500 | 1
NeutralProcessing_Age11-20 | ExhaustionPersistence_Age1 | DestructiveRotation_Age1 | 2 | -0.0000 | 0 | N/A | 0 | N/A | 1
NeutralProcessing_Age11-20 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 0 | N/A | 0 | N/A | 1 | -1.0000 | 1
NeutralProcessing_Age11-20 | ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 0 | N/A | 1 | 0.5300 | 0 | N/A | 1
NeutralProcessing_Age11-20 | MixedStructure_Age1 | DecayToNeutral_Age1 | 0 | N/A | 2 | 0.0700 | 1 | 21.0000 | 2
NeutralProcessing_Age11-20 | MixedStructure_Age1 | NeutralProcessing_Age1 | 31 | -0.0000 | 0 | N/A | 0 | N/A | 1
NeutralProcessing_Age11-20 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 21 | -0.0001 | 2 | 0.1250 | 2 | 22.7500 | 3
NeutralProcessing_Age11-20 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 2 | -0.0005 | 0 | N/A | 0 | N/A | 1
NeutralProcessing_Age2 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 215 | -0.0000 | 14 | 0.2057 | 2 | -9.7500 | 3
NeutralProcessing_Age2 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 0 | N/A | 0 | N/A | 1 | 13.2500 | 1
NeutralProcessing_Age2 | ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | 5 | 0.0001 | 0 | N/A | 0 | N/A | 1
NeutralProcessing_Age2 | DestructiveRotation_Age1 | ExhaustionPersistence_Age1 | 0 | N/A | 0 | N/A | 1 | -45.2500 | 1
NeutralProcessing_Age2 | DestructiveRotation_Age1 | NeutralProcessing_Age1 | 24 | 0.0000 | 3 | -0.0367 | 0 | N/A | 2
NeutralProcessing_Age2 | MixedStructure_Age1 | NeutralProcessing_Age1 | 341 | -0.0000 | 36 | -0.0461 | 15 | -29.0500 | 3
NeutralProcessing_Age2 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 287 | -0.0000 | 19 | 0.0984 | 21 | 14.7500 | 3
NeutralProcessing_Age21+ | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 3 | -0.0004 | 0 | N/A | 0 | N/A | 1
NeutralProcessing_Age21+ | ExhaustionPersistence_Age1 | RecoveryResolution_Age1 | 1 | 0.0000 | 0 | N/A | 0 | N/A | 1
NeutralProcessing_Age21+ | MixedStructure_Age1 | NeutralProcessing_Age1 | 2 | 0.0001 | 0 | N/A | 0 | N/A | 1
NeutralProcessing_Age21+ | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 4 | 0.0002 | 0 | N/A | 0 | N/A | 1
NeutralProcessing_Age3 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 50 | 0.0000 | 1 | -0.6900 | 2 | -43.7500 | 3
NeutralProcessing_Age3 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 3 | 0.0000 | 0 | N/A | 0 | N/A | 1
NeutralProcessing_Age3 | MixedStructure_Age1 | NeutralProcessing_Age1 | 127 | -0.0001 | 10 | 0.1280 | 3 | -24.5000 | 3
NeutralProcessing_Age3 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 101 | -0.0001 | 9 | 0.5289 | 15 | 33.1333 | 3
NeutralProcessing_Age4 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 13 | 0.0000 | 0 | N/A | 0 | N/A | 1
NeutralProcessing_Age4 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 0 | N/A | 0 | N/A | 1 | 13.2500 | 1
NeutralProcessing_Age4 | ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | 0 | N/A | 1 | 0.0300 | 0 | N/A | 1
NeutralProcessing_Age4 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 0 | N/A | 0 | N/A | 1 | -15.7500 | 1
NeutralProcessing_Age4 | ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 12 | 0.0001 | 1 | -0.0900 | 0 | N/A | 2
NeutralProcessing_Age4 | MixedStructure_Age1 | NeutralProcessing_Age1 | 20 | -0.0001 | 0 | N/A | 0 | N/A | 1
NeutralProcessing_Age4 | MixedStructure_Age1 | RecoveryResolution_Age1 | 0 | N/A | 3 | 0.0700 | 0 | N/A | 1
NeutralProcessing_Age4 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 16 | 0.0000 | 3 | 0.1600 | 1 | -12.0000 | 3
NeutralProcessing_Age4 | RecoveryResolution_Age1 | NeutralProcessing_Age1 | 10 | 0.0001 | 0 | N/A | 0 | N/A | 1
NeutralProcessing_Age5 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 28 | -0.0003 | 2 | -0.3350 | 0 | N/A | 2
NeutralProcessing_Age5 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 0 | N/A | 0 | N/A | 1 | -33.5000 | 1
NeutralProcessing_Age5 | ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | 2 | -0.0003 | 0 | N/A | 0 | N/A | 1
NeutralProcessing_Age5 | ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 11 | -0.0001 | 1 | -0.6400 | 0 | N/A | 2
NeutralProcessing_Age5 | MixedStructure_Age1 | MixedStructure_Age2 | 0 | N/A | 0 | N/A | 2 | -1.0000 | 1
NeutralProcessing_Age5 | MixedStructure_Age1 | NeutralProcessing_Age1 | 24 | -0.0002 | 5 | 0.2040 | 0 | N/A | 2
NeutralProcessing_Age5 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 24 | -0.0001 | 3 | -0.1433 | 4 | -26.8750 | 3
NeutralProcessing_Age5 | RecoveryResolution_Age1 | NeutralProcessing_Age1 | 7 | -0.0001 | 0 | N/A | 0 | N/A | 1
NeutralProcessing_Age6-10 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 54 | 0.0000 | 4 | 0.1800 | 4 | -18.0000 | 3
NeutralProcessing_Age6-10 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 4 | 0.0004 | 0 | N/A | 1 | -1.7500 | 2
NeutralProcessing_Age6-10 | ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | 0 | N/A | 1 | -0.7300 | 0 | N/A | 1
NeutralProcessing_Age6-10 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 0 | N/A | 0 | N/A | 3 | 28.2500 | 1
NeutralProcessing_Age6-10 | ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 19 | -0.0002 | 2 | 0.3550 | 0 | N/A | 2
NeutralProcessing_Age6-10 | MixedStructure_Age1 | DecayToNeutral_Age1 | 0 | N/A | 6 | -0.6683 | 6 | 13.6667 | 2
NeutralProcessing_Age6-10 | MixedStructure_Age1 | NeutralProcessing_Age1 | 93 | 0.0000 | 0 | N/A | 0 | N/A | 1
NeutralProcessing_Age6-10 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 0 | N/A | 14 | 0.3093 | 10 | -30.2000 | 2
NeutralProcessing_Age6-10 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 118 | -0.0000 | 0 | N/A | 0 | N/A | 1
NeutralProcessing_Age6-10 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 0 | N/A | 1 | -0.7500 | 1 | 6.5000 | 2
NeutralProcessing_Age6-10 | RecoveryResolution_Age1 | NeutralProcessing_Age1 | 9 | 0.0001 | 0 | N/A | 0 | N/A | 1
ReassertionProcessing_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 55 | -0.0000 | 4 | 0.3700 | 3 | -23.5833 | 3
ReassertionProcessing_Age1 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 5 | -0.0003 | 0 | N/A | 2 | -69.7500 | 2
ReassertionProcessing_Age1 | ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | 0 | N/A | 1 | 0.7400 | 0 | N/A | 1
ReassertionProcessing_Age1 | DestructiveRotation_Age1 | NeutralProcessing_Age1 | 44 | -0.0000 | 5 | 0.1100 | 0 | N/A | 2
ReassertionProcessing_Age1 | DestructiveRotation_Age1 | ReassertionProcessing_Age1 | 0 | N/A | 0 | N/A | 3 | 40.0000 | 1
ReassertionProcessing_Age1 | MixedStructure_Age1 | NeutralProcessing_Age1 | 248 | -0.0000 | 36 | -0.0897 | 26 | -19.1923 | 3
ReassertionProcessing_Age2 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 7 | 0.0003 | 1 | -0.0700 | 2 | -3.8750 | 3
ReassertionProcessing_Age2 | DestructiveRotation_Age1 | NeutralProcessing_Age1 | 44 | -0.0001 | 7 | -0.5271 | 7 | -4.6429 | 3
ReassertionProcessing_Age3 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 1 | 0.0004 | 0 | N/A | 0 | N/A | 1
ReassertionProcessing_Age3 | DestructiveRotation_Age1 | DestructiveRotation_Age2 | 0 | N/A | 1 | 0.6700 | 0 | N/A | 1
ReassertionProcessing_Age3 | DestructiveRotation_Age1 | NeutralProcessing_Age1 | 0 | N/A | 0 | N/A | 1 | 6.0000 | 1
ReassertionProcessing_Age3 | DestructiveRotation_Age1 | ReassertionProcessing_Age1 | 5 | -0.0003 | 0 | N/A | 0 | N/A | 1
